date,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2012-01-01,122,0,1,3.3,bad
2012-06-15,143,0,1,12.9,bad
2012-06-20,119,0,1,13.8,bad
2012-06-24,122,0,1,12.0,bad
2012-06-25,119,0,1,12.0,bad
2012-06-26,116,0,1,13.8,bad
2012-12-30,113,0,3,8.7,bad
2012-07-02,119,0,1,13.8,bad
2012-07-03,116,0,1,14.7,bad
2012-07-04,119,0,1,12.8,bad
2012-07-07,356,0,1,11.9,bad
2012-07-08,176,0,1,13.7,bad
2012-07-12,122,0,1,11.8,bad
2012-07-13,122,0,1,13.7,bad
2012-07-19,116,0,1,11.5,bad
2012-08-12,113,0,1,12.4,bad
2012-06-11,116,0,1,13.8,bad
2012-08-13,119,0,1,9.3,bad
2012-06-10,119,0,1,11.9,bad
2012-06-06,116,0,1,12.6,bad
2012-04-18,116,0,1,8.1,bad
2012-04-21,113,0,1,11.6,bad
2012-04-27,143,0,1,10.2,bad
2012-04-28,122,0,1,9.1,bad
2012-04-29,116,0,1,10.2,bad
2012-05-08,122,0,4,9.3,bad
2012-05-09,116,0,4,11.4,bad
2012-05-11,116,0,4,11.4,bad
2012-05-18,116,0,3,9.5,bad
2012-05-19,116,0,1,9.5,bad
2012-05-20,122,0,1,9.5,bad
2012-05-21,119,0,1,9.5,bad
2012-06-02,119,0,1,10.6,bad
2012-06-05,119,0,1,10.6,bad
2012-06-07,116,0,1,14.7,bad
2012-09-11,116,0,1,7.7,bad
2012-09-12,116,0,1,10.3,bad
2012-09-22,119,0,1,7.6,bad
2012-11-26,116,0,1,6.9,bad
2012-12-03,122,0,3,3.3,bad
2012-12-04,116,0,3,8.7,bad
2012-12-14,116,0,3,5.1,bad
2012-12-15,116,0,3,6.9,bad
2012-12-16,116,0,3,5.1,bad
2012-12-17,113,0,2,8.7,bad
2012-12-18,116,0,3,8.7,bad
2012-12-19,119,0,3,3.3,bad
2012-12-21,116,0,2,8.7,bad
2012-12-22,119,0,3,3.3,bad
2012-12-25,116,0,3,8.7,bad
2012-12-26,122,0,4,3.3,bad
2012-12-27,113,0,3,8.7,bad
2012-12-28,113,0,3,5.1,bad
2012-11-24,119,0,1,3.4,bad
2012-11-23,116,0,1,3.4,bad
2012-11-18,116,0,1,8.7,bad
2012-11-10,113,0,1,7.0,bad
2012-09-24,122,0,1,6.0,bad
2012-10-03,122,0,1,5.7,bad
2012-10-04,122,0,1,7.1,bad
2012-10-07,143,0,1,5.6,bad
2012-10-08,122,0,1,5.6,bad
2012-10-09,200,0,1,5.6,bad
2012-04-10,113,0,1,10.4,bad
2012-10-11,119,0,1,7.0,bad
2012-10-17,143,0,1,10.1,bad
2012-10-18,143,0,1,8.5,bad
2012-10-19,143,0,1,5.4,bad
2012-10-20,248,0,1,5.4,bad
2012-10-21,143,0,1,5.4,bad
2012-10-22,143,0,1,6.9,bad
2012-10-13,122,0,1,8.6,bad
2012-04-09,122,0,1,6.6,bad
2012-12-31,122,0,4,3.3,bad
2012-01-05,119,0,1,3.3,bad
2012-01-04,119,0,1,8.7,bad
2012-02-25,122,0,2,7.0,bad
2012-01-25,119,0,1,5.2,bad
2012-03-17,119,0,1,6.0,bad
2012-01-22,122,0,1,5.2,bad
2012-01-19,122,0,1,3.4,bad
2012-01-21,119,0,1,3.4,bad
2012-02-18,122,0,2,5.1,bad
2012-02-23,248,0,2,5.4,bad
2012-01-03,122,0,1,3.3,bad
2012-01-02,116,0,1,8.7,bad
2012-01-20,113,0,1,6.9,bad
2012-08-26,113,0,1,11.6,good
2012-08-25,113,0,1,11.6,good
2012-08-27,116,0,1,11.6,good
2012-06-14,116,0,1,15.9,good
2012-08-23,116,0,1,11.6,good
2012-08-29,119,0,1,7.9,good
2012-06-17,119,0,1,14.7,good
2012-07-01,113,0,1,15.9,good
2012-08-30,116,0,1,11.6,good
2012-06-08,113,0,1,15.9,good
2012-09-03,116,0,1,10.3,good
2012-06-04,116,0,1,13.5,good
2012-06-03,116,0,1,12.6,good
2012-06-01,113,0,1,14.5,good
2012-05-31,113,0,1,13.5,good
2012-05-30,113,0,1,14.5,good
2012-05-29,113,0,1,14.5,good
2012-05-28,113,0,1,14.5,good
2012-05-27,113,0,1,14.5,good
2012-07-31,113,0,1,14.5,good
2012-05-24,116,0,1,14.5,good
2012-06-23,116,0,1,16.0,good
2012-08-22,113,0,1,11.6,good
2012-08-18,113,0,1,11.6,good
2012-08-20,113,0,1,11.6,good
2012-08-02,113,0,1,14.5,good
2012-07-27,116,0,1,13.5,good
2012-07-26,113,0,1,14.5,good
2012-07-25,113,0,1,14.5,good
2012-07-24,113,0,1,14.5,good
2012-07-23,113,0,1,14.5,good
2012-07-22,116,0,1,14.5,good
2012-07-21,113,0,1,14.5,good
2012-08-04,116,0,1,14.5,good
2012-08-21,113,0,1,11.6,good
2012-08-06,113,0,1,14.5,good
2012-07-16,113,0,1,14.5,good
2012-07-15,113,0,1,14.5,good
2012-07-14,113,0,1,13.5,good
2012-08-07,113,0,1,14.5,good
2012-07-06,176,0,1,15.9,good
2012-08-15,113,0,1,10.5,good
2012-05-23,113,0,1,13.5,good
2012-06-29,113,0,1,15.9,good
2012-06-28,116,0,1,15.9,good
2012-06-27,116,0,1,15.9,good
2012-07-18,113,0,1,14.5,good
2012-05-22,119,0,1,13.5,good
2012-09-08,113,0,1,11.6,good
2012-09-27,113,0,1,11.5,good
2012-09-28,113,0,1,11.5,good
2012-09-29,113,0,1,11.5,good
2012-09-30,113,0,1,11.4,good
2012-10-01,116,0,1,8.6,good
2012-09-07,119,0,1,9.1,good
2012-10-05,113,0,1,11.3,good
2012-03-14,113,0,1,11.6,good
2012-05-02,113,0,3,13.4,good
2012-10-25,116,0,1,10.6,good
2012-03-30,113,0,1,11.6,good
2012-03-29,113,0,1,11.6,good
2012-03-28,113,0,1,11.6,good
2012-03-27,113,0,1,11.6,good
2012-03-26,113,0,1,11.6,good
2012-03-25,113,0,1,11.6,good
