date,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2016-01-01,116,0,1,3.3,bad
2016-06-10,119,0,1,11.9,bad
2016-06-11,113,0,1,13.8,bad
2016-06-12,119,0,1,12.9,bad
2016-06-13,122,0,1,11.9,bad
2016-06-15,116,0,1,15.9,bad
2016-06-21,122,0,1,12.9,bad
2016-06-27,119,0,1,12.0,bad
2016-06-28,119,0,1,11.9,bad
2016-06-29,122,0,1,13.8,bad
2016-06-30,119,0,1,13.8,bad
2016-07-03,122,0,1,12.8,bad
2016-07-04,119,0,1,12.8,bad
2016-07-21,116,0,1,11.5,bad
2016-07-23,176,0,1,10.5,bad
2016-06-05,119,0,1,9.7,bad
2016-07-28,122,0,1,9.4,bad
2016-06-04,116,0,1,9.7,bad
2016-06-02,122,0,1,9.6,bad
2016-03-30,122,0,1,6.4,bad
2016-04-15,116,0,1,7.9,bad
2016-04-16,176,0,1,6.7,bad
2016-04-21,122,0,1,7.0,bad
2016-04-23,116,0,1,8.2,bad
2016-04-26,116,0,1,10.2,bad
2016-05-12,122,0,1,9.4,bad
2016-05-13,119,0,1,9.4,bad
2016-05-16,116,0,1,12.5,bad
2016-05-17,122,0,1,9.4,bad
2016-05-18,293,0,1,9.5,bad
2016-05-22,122,0,1,11.5,bad
2016-05-29,122,0,1,10.6,bad
2016-05-30,116,0,1,10.6,bad
2016-06-01,119,0,1,9.6,bad
2016-06-03,122,0,1,9.6,bad
2016-07-29,122,0,1,9.4,bad
2016-08-02,122,0,1,9.3,bad
2016-08-03,122,0,1,9.3,bad
2016-11-23,200,0,1,3.4,bad
2016-11-25,122,0,1,3.4,bad
2016-11-26,113,0,1,6.9,bad
2016-11-27,116,0,1,8.7,bad
2016-12-05,116,0,1,5.1,bad
2016-12-09,113,0,1,8.7,bad
2016-12-10,113,0,1,8.7,bad
2016-12-11,143,0,1,3.3,bad
2016-12-12,119,0,1,6.9,bad
2016-12-15,116,0,1,5.1,bad
2016-12-16,113,0,1,8.7,bad
2016-12-22,113,0,1,6.9,bad
2016-12-24,113,0,1,8.7,bad
2016-12-25,122,0,1,3.3,bad
2016-12-26,113,0,1,3.3,bad
2016-11-22,113,0,1,8.7,bad
2016-11-21,122,0,1,5.2,bad
2016-11-20,122,0,1,5.2,bad
2016-11-19,122,0,1,5.2,bad
2016-09-05,116,0,1,7.8,bad
2016-09-10,122,0,1,6.5,bad
2016-09-16,116,0,1,9.0,bad
2016-09-18,119,0,1,6.3,bad
2016-09-27,119,0,1,5.8,bad
2016-09-30,122,0,1,7.2,bad
2016-10-13,119,0,1,5.5,bad
2016-03-26,122,0,1,6.4,bad
2016-10-15,119,0,1,7.0,bad
2016-11-09,116,0,1,5.2,bad
2016-11-10,116,0,1,3.5,bad
2016-11-12,248,0,1,3.5,bad
2016-11-15,143,0,1,3.5,bad
2016-11-16,122,0,1,5.2,bad
2016-11-17,119,0,1,3.4,bad
2016-11-18,122,0,1,6.9,bad
2016-11-05,116,0,1,7.0,bad
2016-03-25,113,0,1,7.7,bad
2016-07-01,122,0,1,12.8,bad
2016-02-02,116,0,1,6.6,bad
2016-02-01,122,0,1,4.9,bad
2016-03-02,119,0,1,10.1,bad
2016-01-31,122,0,1,4.9,bad
2016-02-05,116,0,1,9.9,bad
2016-02-23,122,0,1,5.4,bad
2016-02-22,116,0,1,8.4,bad
2016-02-21,122,0,1,5.2,bad
2016-02-20,122,0,1,5.2,bad
2016-01-30,143,0,1,4.8,bad
2016-03-09,119,0,1,7.3,bad
2016-03-10,122,0,1,5.9,bad
2016-02-13,113,0,1,8.3,bad
2016-01-27,122,0,1,6.5,bad
2016-02-08,116,0,1,8.3,bad
2016-02-06,119,0,1,8.3,bad
2016-01-11,176,0,1,8.7,bad
2016-01-10,116,0,1,6.9,bad
2016-01-09,200,0,1,5.1,bad
