date,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2011-12-31,122,0,1,3.3,bad
2011-03-13,143,0,2,7.3,bad
2011-07-07,119,0,1,12.8,bad
2011-09-08,122,0,5,6.5,bad
2011-09-12,119,0,5,6.4,bad
2011-12-30,122,0,1,3.3,bad
2011-06-28,119,0,1,12.9,bad
2011-06-21,122,0,1,12.0,bad
2011-02-24,143,0,1,5.4,bad
2011-10-09,119,0,1,5.6,bad
2011-02-21,248,0,1,6.8,bad
2011-06-19,119,0,1,12.0,bad
2011-02-19,143,0,1,10.0,bad
2011-06-17,119,0,1,13.8,bad
2011-06-15,143,0,1,12.9,bad
2011-06-13,119,0,1,11.9,bad
2011-10-18,119,0,1,5.4,bad
2011-06-12,296,0,1,11.9,bad
2011-05-03,119,0,1,9.2,bad
2011-10-27,200,0,1,5.4,bad
2011-05-01,200,0,1,9.2,bad
2011-07-16,122,0,1,9.6,bad
2011-08-04,122,0,1,9.3,bad
2011-08-05,119,0,1,10.3,bad
2011-08-06,143,0,1,10.3,bad
2011-08-12,116,0,1,10.2,bad
2011-08-13,116,0,1,10.0,bad
2011-08-14,122,0,1,7.1,bad
2011-04-03,119,0,1,7.8,bad
2011-07-25,116,0,1,10.5,bad
2011-07-24,119,0,1,9.5,bad
2011-03-30,122,0,2,6.4,bad
2011-03-29,116,0,3,9.0,bad
2011-03-28,116,0,3,7.7,bad
2011-03-27,143,0,3,6.4,bad
2011-07-20,116,0,1,10.5,bad
2011-07-19,116,0,1,10.5,bad
2011-08-23,116,0,1,8.1,bad
2011-07-12,119,0,1,13.7,bad
2011-06-20,116,0,1,13.8,bad
2011-10-29,116,0,1,5.4,bad
2011-01-08,248,0,1,3.3,bad
2011-12-15,122,0,3,5.1,bad
2011-11-24,113,0,1,5.2,bad
2011-12-14,119,0,2,6.9,bad
2011-11-26,113,0,1,8.7,bad
2011-11-27,143,0,1,5.1,bad
2011-11-28,116,0,1,3.3,bad
2011-12-13,116,0,1,6.9,bad
2011-11-23,119,0,1,5.2,bad
2011-02-10,143,0,1,6.7,bad
2011-12-09,122,0,1,3.3,bad
2011-12-02,116,0,2,8.7,bad
2011-01-13,116,0,1,3.3,bad
2011-01-14,119,0,1,5.1,bad
2011-12-04,122,0,3,3.3,bad
2011-12-05,119,0,1,8.7,bad
2011-12-06,119,0,3,5.1,bad
2011-12-01,116,0,1,5.1,bad
2011-12-07,116,0,1,3.3,bad
2011-12-20,119,0,2,5.1,bad
2011-12-21,119,0,3,3.3,bad
2011-12-25,116,0,2,5.1,bad
2011-11-05,119,0,1,3.7,bad
2011-11-06,116,0,1,3.7,bad
2011-02-05,116,0,1,8.3,bad
2011-12-23,116,0,2,3.3,bad
2011-02-04,119,0,1,6.6,bad
2011-02-03,113,0,1,9.8,bad
2011-11-07,122,0,1,3.7,bad
2011-01-06,116,0,1,5.1,bad
2011-11-08,143,0,1,3.7,bad
2011-06-06,119,0,1,9.7,bad
2011-06-05,119,0,1,9.7,bad
