date,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2017-12-31,113,0,1,3.3,bad
2017-04-16,116,0,1,9.2,bad
2017-04-15,119,0,1,6.7,bad
2017-07-27,119,0,1,9.4,bad
2017-09-25,122,0,1,7.4,bad
2017-03-31,113,0,1,9.0,bad
2017-10-01,122,0,1,5.7,bad
2017-10-02,122,0,1,5.7,bad
2017-10-06,116,0,1,11.2,bad
2017-10-08,122,0,1,5.6,bad
2017-03-20,122,0,1,6.1,bad
2017-03-19,122,0,1,6.0,bad
2017-10-09,119,0,1,5.6,bad
2017-03-17,113,0,1,7.4,bad
2017-03-13,119,0,1,5.9,bad
2017-03-12,122,0,1,5.9,bad
2017-03-11,122,0,1,8.7,bad
2017-03-09,116,0,1,8.7,bad
2017-03-08,122,0,1,5.8,bad
2017-03-07,122,0,1,5.8,bad
2017-03-06,116,0,1,7.1,bad
2017-03-05,122,0,1,8.6,bad
2017-03-04,113,0,1,11.2,bad
2017-03-01,122,0,1,5.5,bad
2017-09-13,122,0,1,6.4,bad
2017-02-27,116,0,2,8.5,bad
2017-09-08,122,0,1,6.5,bad
2017-04-30,116,0,1,10.2,bad
2017-07-29,119,0,1,9.4,bad
2017-07-19,116,0,1,9.5,bad
2017-07-13,116,0,1,12.8,bad
2017-07-12,116,0,1,14.6,bad
2017-07-11,122,0,1,14.6,bad
2017-08-04,122,0,1,9.3,bad
2017-12-30,122,0,1,3.3,bad
2017-07-01,119,0,1,12.9,bad
2017-06-30,122,0,1,11.9,bad
2017-06-29,122,0,1,12.9,bad
2017-06-23,116,0,1,13.8,bad
2017-08-12,122,0,1,9.1,bad
2017-06-03,113,0,1,11.6,bad
2017-05-29,116,0,1,10.6,bad
2017-08-17,122,0,1,7.0,bad
2017-05-18,116,0,1,10.5,bad
2017-05-15,119,0,1,9.4,bad
2017-08-30,119,0,1,6.6,bad
2017-05-11,116,0,1,11.4,bad
2017-09-03,122,0,1,6.6,bad
2017-09-05,116,0,1,7.8,bad
