date,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2014-01-01,200,0,1,3.3,bad
2014-10-15,116,0,4,8.5,bad
2014-10-12,122,0,3,5.5,bad
2014-05-23,119,0,1,10.5,bad
2014-02-15,113,0,1,10.0,bad
2014-02-18,113,0,1,10.0,bad
2014-08-06,122,0,1,12.4,bad
2014-02-20,116,0,1,8.4,bad
2014-02-22,113,0,1,8.4,bad
2014-06-28,116,0,1,13.8,bad
2014-02-27,122,0,1,10.1,bad
2014-05-09,119,0,1,11.4,bad
2014-02-07,116,0,1,9.9,bad
2014-05-08,122,0,1,9.3,bad
2014-05-06,116,0,1,10.3,bad
2014-05-02,116,0,1,9.2,bad
2014-05-01,116,0,1,10.2,bad
2014-04-29,116,0,1,10.2,bad
2014-07-13,119,0,1,12.8,bad
2014-04-27,116,0,1,10.2,bad
2014-03-21,119,0,3,10.2,bad
2014-08-27,119,0,1,7.9,bad
2014-08-25,122,0,1,6.9,bad
2014-04-03,122,0,1,6.5,bad
2014-04-05,122,0,1,6.5,bad
2014-04-06,116,0,1,9.1,bad
2014-09-13,116,0,1,9.0,bad
2014-02-05,113,0,1,9.9,bad
2014-02-19,119,0,1,5.2,bad
2014-01-16,116,0,1,5.1,bad
2014-01-18,119,0,1,6.9,bad
2014-01-17,116,0,1,5.1,bad
2014-06-03,116,0,1,12.6,bad
2014-01-15,122,0,1,3.4,bad
2014-12-10,116,0,1,5.1,bad
2014-01-13,116,0,1,8.7,bad
2014-12-11,119,0,1,6.9,bad
2014-12-12,122,0,1,3.3,bad
2014-01-10,116,0,1,5.1,bad
2014-01-09,116,0,1,5.1,bad
2014-12-16,116,0,1,5.1,bad
2014-12-17,122,0,1,3.3,bad
2014-12-18,119,0,1,3.3,bad
2014-12-19,122,0,1,3.3,bad
2014-12-22,113,0,1,5.1,bad
2014-01-03,113,0,1,8.7,bad
2014-01-02,116,0,1,6.9,bad
2014-12-02,116,0,1,3.3,bad
2014-12-01,119,0,1,6.9,bad
2014-08-08,116,0,1,10.3,bad
2014-01-24,122,0,1,3.4,bad
2014-11-25,248,0,1,5.1,bad
2014-11-03,116,0,1,3.7,bad
2014-11-11,119,0,1,3.5,bad
2014-11-08,122,0,1,7.0,bad
2014-11-20,113,0,1,8.7,bad
2014-01-26,113,0,1,3.5,bad
2014-07-18,200,0,1,14.5,good
2014-06-12,113,0,1,15.9,good
2014-07-21,113,0,1,12.5,good
2014-07-22,116,0,1,14.5,good
2014-07-23,116,0,1,14.5,good
2014-07-24,200,0,1,14.5,good
2014-07-27,200,0,1,13.5,good
2014-06-21,113,0,1,16.0,good
2014-07-30,116,0,1,12.5,good
2014-08-01,113,0,1,14.5,good
2014-06-11,113,0,1,15.9,good
2014-08-03,116,0,1,14.5,good
2014-06-10,113,0,1,15.9,good
2014-06-09,116,0,1,15.9,good
2014-08-04,113,0,1,14.5,good
2014-08-05,116,0,1,14.5,good
2014-07-28,113,0,1,14.5,good
2014-06-14,113,0,1,15.9,good
2014-06-15,113,0,1,15.9,good
2014-06-26,113,0,1,15.9,good
2014-06-20,113,0,1,16.0,good
2014-06-29,116,0,1,15.9,good
2014-07-01,200,0,1,15.9,good
2014-07-03,116,0,1,15.9,good
2014-07-04,119,0,1,15.6,good
2014-06-19,113,0,1,16.0,good
2014-07-07,119,0,1,15.9,good
2014-06-18,113,0,1,16.0,good
2014-07-08,113,0,1,15.8,good
2014-07-09,113,0,1,15.8,good
2014-06-17,113,0,1,16.0,good
2014-07-12,116,0,1,15.8,good
2014-07-14,113,0,1,13.5,good
2014-06-08,113,0,1,15.9,good
2014-08-30,113,0,1,11.6,good
2014-08-10,113,0,1,12.4,good
2014-09-19,113,0,1,11.6,good
2014-09-22,113,0,1,11.6,good
2014-09-23,116,0,1,11.6,good
2014-09-24,113,0,1,11.6,good
2014-09-25,116,0,1,11.6,good
2014-09-26,113,0,1,11.6,good
2014-09-27,113,0,1,11.6,good
2014-09-28,122,0,1,10.1,good
2014-09-30,113,0,1,11.5,good
2014-10-01,113,0,5,11.4,good
2014-10-03,113,0,5,11.3,good
2014-09-16,116,0,1,11.6,good
2014-10-09,113,0,4,11.1,good
2014-10-14,116,0,4,11.0,good
2014-10-16,143,0,5,8.5,good
2014-10-17,113,0,4,10.1,good
2014-10-19,113,0,5,10.8,good
2014-10-20,113,0,4,8.5,good
2014-10-26,113,0,3,10.6,good
2014-10-27,113,0,4,8.7,good
2014-10-28,113,0,4,8.7,good
2014-10-29,116,0,3,8.7,good
2014-10-30,113,0,5,8.7,good
2014-10-31,113,0,5,8.7,good
2014-10-11,116,0,4,11.1,good
2014-08-09,116,0,1,13.4,good
2014-09-15,113,0,1,11.6,good
2014-09-12,113,0,1,11.6,good
2014-08-11,113,0,1,13.4,good
2014-08-13,113,0,1,14.2,good
2014-08-15,116,0,1,11.6,good
