date,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2010-08-04,116,0.0,1,11.4,bad
2010-08-26,116,0.0,1,10.4,bad
2010-08-25,119,0.0,1,6.9,bad
2010-08-23,116,0.0,1,9.3,bad
2010-03-30,122,0.0,1,7.7,bad
2010-11-19,122,0.0,1,6.9,bad
2010-11-18,113,0.0,1,8.7,bad
2010-11-15,143,0.0,1,8.7,bad
2010-11-13,122,0.0,1,3.5,bad
2010-02-24,122,0.0,1,7.0,bad
2010-02-25,116,0.0,1,8.5,bad
2010-02-26,113,0.0,1,10.9,bad
2010-02-27,122,0.0,1,5.5,bad
2010-11-12,122,0.0,1,3.5,bad
2010-10-19,116,0.0,1,7.0,bad
2010-11-10,116,0.0,1,8.7,bad
2010-11-09,113,0.0,1,8.7,bad
2010-11-06,122,0.0,1,3.7,bad
2010-04-02,119,0.0,1,9.0,bad
2010-03-28,122,0.0,1,6.4,bad
2010-03-26,116,0.0,1,9.0,bad
2010-03-25,113,0.0,1,10.2,bad
2010-03-24,119,0.0,1,7.5,bad
2010-02-06,116,0.0,1,5.0,bad
2010-03-19,122,0.0,1,7.4,bad
2010-07-12,116,0.0,1,14.6,bad
2010-10-31,119,0.0,1,3.8,bad
2010-11-02,248,0.0,1,3.7,bad
2010-11-04,119,0.0,1,3.7,bad
2010-03-20,122,0.0,1,6.0,bad
2010-02-05,116,0.0,1,9.9,bad
2010-11-20,122,0.0,1,3.4,bad
2010-02-03,116,0.0,1,6.6,bad
2010-09-15,116,0.0,1,7.7,bad
2010-05-10,119,0.0,1,9.3,bad
2010-05-13,116,0.0,1,11.4,bad
2010-06-01,122,0.0,1,9.6,bad
2010-05-31,122,0.0,1,9.6,bad
2010-05-30,122,0.0,1,11.6,bad
2010-05-09,116,0.0,1,11.4,bad
2010-09-23,116,0.0,1,8.9,bad
2010-09-30,116,0.0,1,10.1,bad
2010-10-01,122,0.0,1,5.7,bad
2010-10-03,122,0.0,1,8.6,bad
2010-10-04,116,0.0,1,8.6,bad
2010-05-27,119,0.0,1,9.6,bad
2010-05-29,122,0.0,1,9.6,bad
2010-01-22,122,0.0,1,3.4,bad
2010-06-10,116,0.0,1,13.8,bad
2010-06-09,119,0.0,1,11.9,bad
2010-05-03,122,0.0,1,10.3,bad
2010-06-11,116,0.0,1,13.8,bad
2010-06-08,119,0.0,1,12.8,bad
2010-07-14,116,0.0,1,12.5,good
2010-05-28,113,0.0,1,14.5,good
2010-07-15,113,0.0,1,13.5,good
2010-06-20,113,0.0,1,16.0,good
2010-06-12,113,0.0,1,15.9,good
2010-06-13,113,0.0,1,15.9,good
2010-06-19,113,0.0,1,16.0,good
2010-06-17,116,0.0,1,15.6,good
2010-05-25,113,0.0,1,14.5,good
2010-06-21,116,0.0,1,16.0,good
2010-07-08,113,0.0,1,15.8,good
2010-06-25,113,0.0,1,16.0,good
2010-06-06,116,0.0,1,14.5,good
2010-06-05,116,0.0,1,14.5,good
2010-06-07,116,0.0,1,12.6,good
2010-06-04,116,0.0,1,14.5,good
2010-06-28,116,0.0,1,15.9,good
2010-06-24,113,0.0,1,16.0,good
2010-07-07,113,0.0,1,15.9,good
2010-06-23,113,0.0,1,16.0,good
2010-07-01,113,0.0,1,15.9,good
2010-07-03,113,0.0,1,15.9,good
2010-06-03,113,0.0,1,14.5,good
2010-07-04,113,0.0,1,15.9,good
2010-06-22,116,0.0,1,16.0,good
2010-07-06,113,0.0,1,15.9,good
2010-06-16,113,0.0,1,15.9,good
2010-07-17,113,0.0,1,14.5,good
2010-07-02,113,0.0,1,15.9,good
2010-10-12,113,0.0,1,11.0,good
2010-09-03,113,0.0,1,11.6,good
2010-09-04,113,0.0,1,11.6,good
2010-09-05,113,0.0,1,11.6,good
2010-09-06,119,0.0,1,9.1,good
2010-09-08,116,0.0,1,11.6,good
2010-09-09,113,0.0,1,11.6,good
2010-09-10,113,0.0,1,11.6,good
2010-09-11,113,0.0,1,11.6,good
2010-09-12,113,0.0,1,11.6,good
2010-09-13,113,0.0,1,11.6,good
2010-09-02,113,0.0,1,11.6,good
2010-09-14,113,0.0,1,11.6,good
2010-09-17,122,0.0,1,9.0,good
2010-09-18,113,0.0,1,11.6,good
2010-09-19,113,0.0,1,11.6,good
2010-09-20,113,0.0,1,11.6,good
2010-09-21,113,0.0,1,11.6,good
2010-09-22,116,0.0,1,11.6,good
2010-09-24,116,0.0,1,11.6,good
2010-09-28,116,0.0,1,11.5,good
2010-10-07,113,0.0,1,11.2,good
2010-10-08,113,0.0,1,11.2,good
2010-09-16,116,0.0,1,11.6,good
2010-07-18,113,0.0,1,14.5,good
2010-08-31,113,0.0,1,11.6,good
2010-08-29,113,0.0,1,11.6,good
2010-07-21,116,0.0,1,12.5,good
2010-07-22,113,0.0,1,14.5,good
2010-07-27,113,0.0,1,14.5,good
2010-07-28,116,0.0,1,14.5,good
2010-07-30,116,0.0,1,14.5,good
2010-07-31,116,0.0,1,14.5,good
2010-08-01,116,0.0,1,13.5,good
2010-08-03,119,0.0,1,12.4,good
2010-05-24,113,0.0,1,14.5,good
2010-08-05,116,0.0,1,14.5,good
2010-08-30,113,0.0,1,11.6,good
2010-08-06,113,0.0,1,14.5,good
2010-08-09,113,0.0,1,14.5,good
2010-08-11,113,0.0,1,12.4,good
2010-08-12,116,0.0,1,14.5,good
2010-08-16,113,0.0,1,11.6,good
2010-08-18,113,0.0,1,11.6,good
2010-08-19,113,0.0,1,10.5,good
2010-08-20,113,0.0,1,11.6,good
2010-08-22,122,0.0,1,10.4,good
2010-08-24,116,0.0,1,11.6,good
2010-08-28,113,0.0,1,11.6,good
2010-08-08,116,0.0,1,14.5,good
